loan_amount,repaid_amount,days,number_of_loans,Bucket
2240,2240,0,16,Active
3437,3437,7,16,Active
0,0,0,16,Active
2615,4567,14,16,Active
2600,2600,0,16,Active
365,365,0,4,Active
2550,2550,0,4,Active
1025,1025,0,4,Active
1365,1891,21,3,Active
365,365,0,3,Active
2115,2115,0,9,Active
2314,2314,0,9,Active
115,5736,21,9,Active
1438,1438,0,9,Active
1123,1123,21,9,Active
2240,2240,0,9,Active
1846,772,0,9,Active
1115,1397,273,9,Write Off
4209,4209,0,9,Active
355,355,0,24,Active
2503,2503,0,24,Active
4550,5680,7,24,Active
4150,4150,0,24,Active
1601,1601,0,24,Active
3740,5219,7,24,Active
2743,2743,0,24,Active
3040,3040,0,24,Active
4015,4015,0,24,Active
4115,4115,0,24,Active
2575,2575,0,24,Active
1361,1361,0,24,Active
1375,1375,0,24,Active
1865,1865,0,24,Active
3289,3289,0,24,Active
3115,3115,0,24,Active
2713,2713,0,24,Active
2115,2115,0,24,Active
3340,3340,0,24,Active
2560,2560,0,24,Active
2306,2306,0,24,Active
5090,5090,0,24,Active
0,0,0,24,Active
57,57,0,9,Active
57,57,0,9,Active
1983,1983,0,9,Active
615,615,0,9,Active
615,615,0,9,Active
230,230,0,9,Active
57,57,0,9,Active
240,240,0,9,Active
1300,2816,14,5,Active
1025,1025,0,5,Active
1336,1336,0,5,Active
236,0,0,5,Active
783,783,0,5,Active
2511,2511,0,6,Active
236,236,0,6,Active
2350,2350,0,6,Active
2550,2550,0,6,Active
2550,2588,14,6,Active
5100,9615,70,7,Default
3800,3800,0,7,Active
236,236,0,7,Active
1000,1000,0,7,Active
3134,3134,0,7,Active
50,50,0,7,Active
236,0,0,7,Active
1835,1835,7,11,Active
1816,1816,0,11,Active
723,723,0,11,Active
365,365,0,11,Active
2929,2929,0,11,Active
1393,1393,0,11,Active
1306,1306,0,11,Active
1202,1202,0,11,Active
1364,1364,0,11,Active
1902,1902,0,11,Active
2050,2050,0,6,Active
2550,2550,0,6,Active
1550,1550,0,6,Active
236,236,0,6,Active
850,850,0,6,Active
365,365,21,2,Active
365,0,14,2,Active
1025,1025,14,3,Active
365,365,0,3,Active
1000,1014,21,4,Active
365,949,35,4,Default
464,464,0,4,Active
1412,1412,0,4,Active
850,987,7,4,Active
236,236,0,4,Active
236,236,0,15,Active
2550,3946,28,15,Active
1250,1250,0,15,Active
3300,3300,0,15,Active
1500,1500,0,15,Active
1800,1800,0,15,Active
163,163,0,15,Active
1350,1350,0,15,Active
2050,2050,0,15,Active
3040,3040,0,15,Active
1835,1835,0,15,Active
2150,4536,7,15,Active
2550,2550,0,15,Active
270,270,0,15,Active
365,0,42,1,Default
365,1005,28,3,Active
384,384,0,3,Active
2550,2550,0,9,Active
365,365,0,9,Active
2550,2550,0,9,Active
1050,1050,0,9,Active
2000,2000,0,9,Active
2525,2525,0,9,Active
1925,1925,0,9,Active
1550,1550,0,9,Active
1050,1050,0,8,Active
500,500,0,8,Active
975,975,0,8,Active
365,365,0,8,Active
2050,2050,0,8,Active
1050,1050,0,8,Active
2050,2050,0,8,Active
1023,1311,14,6,Active
365,365,0,6,Active
378,378,0,6,Active
1114,1114,0,6,Active
1451,1451,0,6,Active
468,468,0,5,Active
1025,1025,0,5,Active
365,896,7,5,Active
1025,1025,0,5,Active
1850,1850,0,7,Active
365,1023,7,7,Active
2550,4670,14,7,Active
391,1653,7,7,Active
2083,2083,0,7,Active
1377,1377,0,7,Active
230,230,0,6,Active
2500,2500,0,6,Active
3525,3525,0,6,Active
2218,2218,0,6,Active
4204,9180,21,6,Active
5100,9664,14,15,Active
1672,4526,14,15,Active
408,408,0,15,Active
2361,2361,0,15,Active
3600,5741,7,15,Active
2615,9216,14,15,Active
2115,2115,0,15,Active
3600,4807,7,15,Active
4234,4234,0,15,Active
6074,6074,0,15,Active
5270,5270,0,15,Active
4918,4918,0,15,Active
5003,5003,0,15,Active
230,230,0,15,Active
2145,2145,0,9,Active
2550,2550,0,9,Active
2500,2500,0,9,Active
2865,2865,0,9,Active
1000,2012,7,9,Active
737,819,35,9,Default
365,365,0,9,Active
1300,1300,0,9,Active
57,57,49,4,Default
268,268,0,4,Active
2174,2690,35,4,Default
914,1249,42,3,Default
365,500,21,3,Active
365,0,0,2,Active
730,930,35,2,Default
337,337,0,4,Active
500,500,21,4,Active
1025,1025,0,4,Active
865,527,0,4,Active
236,0,231,1,Write Off
2542,2542,0,5,Active
3083,3083,28,5,Active
2115,2497,315,5,Write Off
667,667,0,5,Active
5100,11464,35,19,Default
4115,4115,0,19,Active
4115,7359,7,19,Active
5805,5805,0,19,Active
3115,3115,0,19,Active
4900,4900,0,19,Active
2615,2615,0,19,Active
4615,11935,14,19,Active
2512,2512,0,19,Active
2435,2435,0,19,Active
3615,3615,0,19,Active
2115,2115,0,19,Active
3986,3986,0,19,Active
799,799,0,19,Active
3115,3115,0,19,Active
6115,6115,0,19,Active
6425,6425,0,19,Active
2230,2230,0,19,Active
225,225,0,2,Active
365,139,7,2,Active
236,1285,161,2,Write Off
5615,9214,91,9,Write Off
640,780,28,9,Active
615,615,0,9,Active
1115,1115,0,9,Active
913,913,0,9,Active
0,0,42,9,Default
836,836,0,9,Active
1724,1724,0,9,Active
4262,4262,329,6,Write Off
3095,3095,0,6,Active
4615,6030,7,6,Active
5146,5146,0,6,Active
2211,2211,0,6,Active
2250,2250,0,7,Active
230,230,0,7,Active
236,236,0,7,Active
1705,1705,0,7,Active
3074,7871,7,7,Active
230,230,0,7,Active
365,0,42,1,Default
230,806,245,3,Write Off
1271,1271,0,3,Active
2525,2525,0,5,Active
365,365,0,5,Active
1000,1000,0,5,Active
1020,1020,0,5,Active
2230,1621,28,2,Active
1182,1855,322,2,Write Off
2050,2050,0,18,Active
2600,2600,0,18,Active
2100,2100,0,18,Active
3841,3841,0,18,Active
50,50,0,18,Active
2500,2500,0,18,Active
230,230,0,18,Active
815,815,0,18,Active
3518,3518,0,18,Active
2050,2050,0,18,Active
4335,4335,0,18,Active
3625,3625,0,18,Active
2850,2850,0,18,Active
4115,7686,14,18,Active
3000,3000,0,18,Active
4025,4025,0,18,Active
2615,4003,7,18,Active
365,365,0,4,Active
1500,1500,0,4,Active
365,0,0,4,Active
975,975,0,4,Active
236,0,0,2,Active
236,1424,217,2,Write Off
230,230,0,4,Active
4285,4285,0,4,Active
2815,8361,336,4,Write Off
365,365,0,3,Active
1025,1025,7,3,Active
236,236,0,3,Active
1250,1250,217,3,Write Off
1000,1000,0,14,Active
36,36,0,14,Active
1750,2190,7,14,Active
600,600,0,14,Active
800,800,0,14,Active
502,502,0,14,Active
2531,4528,7,14,Active
36,0,0,14,Active
2109,2109,0,14,Active
2800,2800,0,14,Active
382,1731,35,14,Default
950,950,0,14,Active
2350,4517,14,14,Active
1275,1275,0,14,Active
230,230,0,18,Active
1400,1400,0,18,Active
5850,5850,0,18,Active
5100,5100,0,18,Active
50,50,0,18,Active
2500,2500,0,18,Active
5588,5588,0,18,Active
2615,2615,0,18,Active
1826,1826,0,18,Active
2600,2600,0,18,Active
5100,5100,0,18,Active
4021,4505,14,18,Active
3600,3600,0,18,Active
5615,9248,21,18,Active
4615,4615,0,18,Active
2000,2000,0,18,Active
2550,2550,0,18,Active
230,0,28,4,Active
1230,4052,119,4,Write Off
687,687,0,4,Active
3389,3389,0,4,Active
350,2137,21,5,Active
2500,2909,161,5,Write Off
236,236,0,5,Active
1829,1829,0,5,Active
2916,2916,0,8,Active
5115,5115,0,8,Active
5115,5115,0,8,Active
5115,6138,266,8,Write Off
2615,2615,0,8,Active
2674,7233,56,8,Default
2615,2615,0,8,Active
3400,4721,7,14,Active
230,230,0,14,Active
1767,3165,7,14,Active
2050,2957,7,14,Active
1468,1468,0,14,Active
238,238,161,14,Write Off
2615,4845,7,14,Active
3278,3278,0,14,Active
2115,2115,0,14,Active
2500,2500,0,14,Active
1209,2758,7,14,Active
2700,2700,0,14,Active
50,50,0,14,Active
365,365,0,2,Active
2115,2115,308,8,Write Off
1230,1230,0,8,Active
2014,2014,0,8,Active
6055,6055,0,8,Active
3753,3753,0,8,Active
115,115,0,8,Active
2315,4991,7,8,Active
500,500,0,4,Active
365,365,0,4,Active
1550,1550,14,4,Active
230,230,0,4,Active
3615,5312,315,4,Write Off
2000,2000,0,4,Active
230,0,7,4,Active
365,365,0,2,Active
2550,2550,14,12,Active
236,236,0,12,Active
1100,1100,0,12,Active
252,252,0,12,Active
1700,1700,0,12,Active
250,250,0,12,Active
50,50,14,12,Active
1550,1550,0,12,Active
2550,2550,0,12,Active
2250,4546,21,12,Active
1800,1800,0,12,Active
365,365,0,3,Active
1025,1025,7,3,Active
236,0,28,11,Active
2490,2490,0,11,Active
2500,2500,7,11,Active
2549,2549,0,11,Active
36,36,0,11,Active
1000,1000,0,11,Active
2450,2450,0,11,Active
1350,1350,0,11,Active
2550,2550,0,11,Active
1250,1250,0,11,Active
1750,1750,0,11,Active
212,212,0,7,Active
2281,3363,294,7,Write Off
230,230,0,7,Active
0,17,7,7,Active
2615,2615,0,7,Active
2315,4763,7,7,Active
365,365,0,3,Active
1025,1025,7,3,Active
1123,1123,0,4,Active
0,840,112,4,Write Off
230,230,0,4,Active
36,0,168,1,Write Off
22,22,0,10,Active
0,3502,28,10,Active
57,57,0,10,Active
2740,6915,28,10,Active
237,237,0,10,Active
3047,3047,0,10,Active
2466,2466,0,10,Active
2923,3942,21,10,Active
230,230,0,10,Active
365,365,0,5,Active
1385,1385,0,5,Active
365,365,0,5,Active
300,300,0,5,Active
1012,1012,0,3,Active
365,365,0,3,Active
3272,3272,0,15,Active
3615,3615,0,15,Active
3115,3115,0,15,Active
2185,2185,0,15,Active
1500,1500,0,15,Active
2121,2121,0,15,Active
2618,2618,0,15,Active
2207,2207,0,15,Active
230,230,0,15,Active
2050,3441,14,15,Active
2205,2205,0,15,Active
2100,2100,0,15,Active
1250,1250,161,15,Write Off
681,681,0,15,Active
1115,1115,70,3,Default
365,22,0,3,Active
342,342,0,3,Active
1000,2513,49,4,Default
365,365,0,4,Active
1050,1050,0,4,Active
236,236,0,2,Active
229,229,0,3,Active
365,1185,7,3,Active
1500,1500,0,6,Active
1050,1050,0,6,Active
1025,1025,0,6,Active
365,365,0,6,Active
2025,2025,0,6,Active
365,365,0,2,Active
1050,1050,0,7,Active
365,365,0,7,Active
1000,1000,28,7,Active
1725,1725,0,7,Active
1025,1025,0,7,Active
1550,1550,0,7,Active
1000,1000,0,3,Active
365,365,0,3,Active
365,0,0,3,Active
115,115,0,12,Active
3193,3193,0,12,Active
1065,1065,0,12,Active
5115,10020,14,12,Active
6426,6426,0,12,Active
4520,8633,273,12,Write Off
3730,3730,0,12,Active
3057,3057,0,12,Active
2540,7039,7,12,Active
3039,3039,0,12,Active
2115,2115,0,12,Active
365,365,28,2,Active
3550,3550,0,9,Active
1700,1700,0,9,Active
2550,2550,0,9,Active
750,750,0,9,Active
1450,1450,0,9,Active
1450,1450,0,9,Active
365,365,0,9,Active
1050,1050,0,9,Active
50,50,0,4,Active
800,800,0,4,Active
236,236,0,4,Active
365,365,7,3,Active
1015,1015,0,3,Active
365,143,28,1,Active
814,814,0,4,Active
36,36,0,4,Active
236,236,119,4,Write Off
1115,4120,7,15,Active
2224,2224,0,15,Active
3615,3615,0,15,Active
2418,2418,7,15,Active
1615,1615,0,15,Active
2845,2845,0,15,Active
2600,4231,63,15,Default
5000,5000,0,15,Active
2625,2688,7,15,Active
1000,1101,7,15,Active
2603,2603,0,15,Active
3036,3036,0,15,Active
2368,2368,0,15,Active
0,0,0,15,Active
365,365,0,4,Active
1150,1150,14,4,Active
1500,1511,56,4,Default
365,365,0,3,Active
723,1363,7,3,Active
365,365,0,10,Active
1100,2269,7,10,Active
1550,1550,0,10,Active
865,865,0,10,Active
848,848,0,10,Active
1350,1484,7,10,Active
2550,2550,0,10,Active
1550,1550,0,10,Active
2050,3701,7,10,Active
0,0,0,6,Active
230,0,0,6,Active
230,230,0,6,Active
230,230,35,6,Default
0,0,0,6,Active
230,269,77,6,Default
1755,2668,35,9,Default
2186,3684,91,9,Write Off
550,708,56,9,Default
386,386,0,9,Active
639,5026,28,9,Active
5180,7860,14,9,Active
1214,0,0,9,Active
4457,4457,7,9,Active
1456,4820,14,9,Active
430,430,0,3,Active
236,905,7,3,Active
57,57,0,9,Active
57,61,7,9,Active
230,230,0,9,Active
57,57,0,9,Active
57,57,0,9,Active
57,57,0,9,Active
57,57,0,9,Active
57,57,0,9,Active
365,0,0,2,Active
365,365,0,2,Active
1540,1540,0,14,Active
2615,2615,0,14,Active
4021,4021,0,14,Active
1644,2334,7,14,Active
2500,2500,0,14,Active
2451,2451,0,14,Active
4615,4615,7,14,Active
3881,3881,0,14,Active
230,230,0,14,Active
2468,2836,252,14,Write Off
4115,4115,0,14,Active
2415,2730,14,14,Active
4600,4600,0,14,Active
1025,1216,49,3,Default
1173,1173,0,3,Active
2194,2194,0,10,Active
5031,17937,28,10,Active
230,230,14,10,Active
4864,4864,196,10,Write Off
2730,2730,7,10,Active
5205,5458,14,10,Active
3600,3600,0,10,Active
3475,4985,7,10,Active
5460,7139,14,10,Active
556,556,0,6,Active
2050,2050,0,6,Active
365,808,35,6,Default
1000,1000,0,6,Active
2550,2550,0,6,Active
365,365,0,3,Active
365,640,14,3,Active
365,365,0,3,Active
1550,1860,70,3,Default
365,365,0,2,Active
1000,1000,0,5,Active
365,365,0,5,Active
1550,1550,0,5,Active
1025,1025,0,5,Active
365,60,77,1,Default
6715,11841,28,14,Active
2050,2050,7,14,Active
1000,1000,0,14,Active
2382,2382,0,14,Active
3403,4144,49,14,Default
1850,1850,0,14,Active
230,230,0,14,Active
1898,1898,0,14,Active
2447,2447,0,14,Active
2550,2717,14,14,Active
1632,1632,0,14,Active
200,200,7,14,Active
57,10979,77,14,Default
2600,2600,0,12,Active
2500,2500,0,12,Active
230,230,0,12,Active
5115,7938,21,12,Active
2795,2795,0,12,Active
5098,5098,0,12,Active
4434,4434,0,12,Active
5100,9965,7,12,Active
1025,1025,182,12,Write Off
4700,9192,7,12,Active
2550,2550,0,12,Active
1115,1115,0,9,Active
2115,2115,0,9,Active
2149,4650,21,9,Active
1149,1149,0,9,Active
3457,3457,0,9,Active
57,1829,7,9,Active
1115,1333,287,9,Write Off
1115,1115,0,9,Active
2550,2550,0,38,Active
3280,3280,0,38,Active
5577,10154,7,38,Active
2115,2115,0,38,Active
2006,2006,0,38,Active
950,3344,7,38,Active
5100,5100,0,38,Active
3758,3758,0,38,Active
2956,2956,0,38,Active
3960,3960,0,38,Active
2500,2500,0,38,Active
1118,7313,21,38,Active
1250,1793,7,38,Active
3500,3500,0,38,Active
4440,4440,0,38,Active
2550,2550,0,38,Active
3700,3700,0,38,Active
3982,6862,7,38,Active
1535,1535,0,38,Active
1184,1184,0,38,Active
1550,1550,0,38,Active
4040,4040,0,38,Active
2550,2550,0,38,Active
2615,2615,0,38,Active
5500,5500,0,38,Active
1750,1750,0,38,Active
4070,4070,0,38,Active
1350,1350,0,38,Active
2500,2500,0,38,Active
2205,2205,0,38,Active
2115,3770,7,38,Active
4735,4735,0,38,Active
2500,2500,0,38,Active
1700,1700,0,38,Active
4500,4500,0,38,Active
500,500,0,38,Active
1000,1000,0,38,Active
236,236,0,5,Active
1550,1920,14,5,Active
1679,1679,0,5,Active
1050,1050,0,5,Active
236,236,0,2,Active
230,230,0,7,Active
100,100,0,7,Active
2269,2269,0,7,Active
3365,5734,7,7,Active
118,118,0,7,Active
1250,1250,0,7,Active
575,575,140,5,Write Off
36,36,0,5,Active
0,0,0,5,Active
2548,4474,21,5,Active
1594,1594,0,13,Active
2550,2550,0,13,Active
2550,2550,0,13,Active
2050,2050,21,13,Active
50,50,0,13,Active
100,100,0,13,Active
525,525,0,13,Active
2050,2430,7,13,Active
2550,2550,0,13,Active
1050,1050,0,13,Active
236,236,0,13,Active
1200,1200,0,13,Active
2814,2814,252,3,Write Off
3075,190,56,3,Default
3919,4773,14,3,Active
236,236,0,2,Active
2350,2350,0,16,Active
2550,4315,140,16,Write Off
2100,2100,0,16,Active
3528,3528,0,16,Active
1550,3445,14,16,Active
2500,2500,0,16,Active
2115,2115,0,16,Active
1500,1701,7,16,Active
1118,3491,21,16,Active
230,230,0,16,Active
2800,2800,0,16,Active
1544,1544,0,16,Active
1002,1002,0,16,Active
3021,3021,0,16,Active
5100,5100,0,16,Active
2500,2500,0,22,Active
2550,2550,0,22,Active
2547,2547,0,22,Active
2550,2550,0,22,Active
2550,2550,0,22,Active
1800,1800,0,22,Active
236,236,0,22,Active
2550,2550,0,22,Active
1300,1300,0,22,Active
2550,2550,0,22,Active
2725,5793,21,22,Active
1000,1000,0,22,Active
200,200,0,22,Active
1350,1350,0,22,Active
2500,2500,0,22,Active
2400,2400,0,22,Active
2550,2550,0,22,Active
2550,2550,0,22,Active
2031,2031,0,22,Active
2550,2550,0,22,Active
1000,1000,0,22,Active
57,57,0,7,Active
230,0,14,7,Active
1786,1786,0,7,Active
2615,2698,105,7,Write Off
800,800,0,7,Active
57,57,0,7,Active
230,230,0,7,Active
500,1249,28,9,Active
1850,1850,0,9,Active
1550,1550,0,9,Active
2050,2050,0,9,Active
1300,1300,0,9,Active
1100,1100,0,9,Active
236,236,0,9,Active
550,550,0,9,Active
4504,11754,336,4,Write Off
4615,8995,14,4,Active
2704,2704,0,4,Active
236,958,161,3,Write Off
1727,2048,91,3,Write Off
365,365,7,3,Active
1025,1025,0,3,Active
365,365,0,4,Active
1000,1031,14,4,Active
1518,1518,0,4,Active
975,975,0,13,Active
750,750,0,13,Active
1500,1500,0,13,Active
1700,1700,0,13,Active
2137,2137,0,13,Active
200,200,0,13,Active
1250,1250,0,13,Active
1250,1250,0,13,Active
950,950,0,13,Active
1350,1350,0,13,Active
600,600,0,13,Active
365,1127,7,13,Active
2152,2152,0,3,Active
236,433,49,3,Default
1025,1025,0,3,Active
1250,2138,91,5,Write Off
36,36,0,5,Active
1050,1050,0,5,Active
1710,1710,63,5,Default
236,236,0,4,Active
1000,1692,7,4,Active
1057,1347,175,4,Write Off
1230,1230,0,7,Active
1615,12540,14,7,Active
937,937,0,7,Active
230,230,0,7,Active
1902,6194,7,7,Active
236,236,0,7,Active
365,365,7,2,Active
236,0,35,4,Default
236,671,7,4,Active
1180,1270,21,4,Active
1614,2983,14,4,Active
365,0,70,1,Default
21290,21290,0,24,Active
11803,11803,21,24,Active
8100,8100,0,24,Active
9295,9295,0,24,Active
14940,14940,0,24,Active
31128,31128,0,24,Active
14215,14215,0,24,Active
30973,30973,0,24,Active
24459,24459,0,24,Active
18561,18561,7,24,Active
23315,23315,0,24,Active
16740,16740,0,24,Active
16005,16005,0,24,Active
21797,21797,0,24,Active
15195,15195,0,24,Active
34790,34790,0,24,Active
27635,27635,0,24,Active
19090,19090,0,24,Active
28100,44896,7,24,Active
22011,22011,0,24,Active
29980,29980,0,24,Active
19357,19357,0,24,Active
15345,15345,0,24,Active
5015,5015,0,26,Active
2550,2550,0,26,Active
2499,2499,0,26,Active
1103,1103,21,26,Active
2550,2550,0,26,Active
2550,2550,0,26,Active
5015,5015,0,26,Active
864,864,0,26,Active
2654,2654,0,26,Active
2521,7290,98,26,Write Off
2515,2515,0,26,Active
2550,2550,0,26,Active
2550,2550,0,26,Active
988,988,0,26,Active
2367,2367,0,26,Active
2055,2055,0,26,Active
2550,2550,0,26,Active
2000,2000,0,26,Active
2550,2550,0,26,Active
2650,2650,0,26,Active
115,4601,28,26,Active
2532,2532,0,26,Active
3321,3321,0,26,Active
2515,2515,0,26,Active
2515,2515,0,26,Active
2435,4083,7,11,Active
1295,1295,0,11,Active
2165,2165,0,11,Active
3370,3370,0,11,Active
2845,2845,0,11,Active
365,365,0,11,Active
1225,1225,0,11,Active
1920,1920,0,11,Active
2778,2778,0,11,Active
125,125,0,11,Active
236,236,0,2,Active
2424,7136,14,3,Active
2623,2783,238,3,Write Off
230,166,42,3,Default
3436,3436,0,18,Active
230,230,0,18,Active
1300,1300,0,18,Active
2543,2543,0,18,Active
2550,2550,0,18,Active
2550,2550,0,18,Active
1200,1200,0,18,Active
4640,4640,0,18,Active
100,100,0,18,Active
5100,5100,0,18,Active
3906,3906,0,18,Active
1050,2094,7,18,Active
5100,5100,0,18,Active
5100,5100,0,18,Active
2418,4729,7,18,Active
2700,2700,0,18,Active
2050,2050,0,18,Active
1800,2803,7,18,Active
5100,5100,0,18,Active
1271,1271,0,18,Active
813,813,35,18,Default
1100,1100,0,18,Active
230,230,0,18,Active
1850,1850,0,18,Active
5100,5100,0,18,Active
2600,9147,133,18,Write Off
5018,5018,0,18,Active
1550,1550,0,18,Active
5015,5015,0,18,Active
5115,5115,0,18,Active
2500,2500,0,18,Active
5118,5118,0,18,Active
2600,2600,0,18,Active
5021,5021,0,18,Active
236,236,0,25,Active
1340,1340,0,25,Active
3264,9448,14,25,Active
1845,1845,0,25,Active
2550,2550,0,25,Active
2300,2300,0,25,Active
236,0,7,25,Active
2400,2400,0,25,Active
2548,2670,7,25,Active
2500,2500,0,25,Active
1850,1850,0,25,Active
1345,1345,0,25,Active
2500,2500,0,25,Active
2550,2550,0,25,Active
2952,2952,0,25,Active
2340,2340,0,25,Active
2550,2550,0,25,Active
2694,2694,0,25,Active
3515,3515,0,25,Active
1290,1290,0,25,Active
2550,2550,0,25,Active
1800,1800,0,25,Active
1000,1000,0,25,Active
2550,2550,0,25,Active
1240,1240,0,25,Active
2600,2600,0,9,Active
2550,2550,0,9,Active
2050,2050,0,9,Active
2500,2500,0,9,Active
2550,2550,0,9,Active
236,236,0,9,Active
2550,2550,0,9,Active
2600,2600,0,9,Active
800,800,0,7,Active
2550,2550,0,7,Active
2550,2550,0,7,Active
1100,1100,0,7,Active
236,236,0,7,Active
2050,2050,0,7,Active
489,489,0,3,Active
236,846,7,3,Active
2000,2000,0,22,Active
1050,1050,0,22,Active
0,0,0,22,Active
3459,3459,0,22,Active
3253,3253,0,22,Active
4600,6446,7,22,Active
236,236,0,22,Active
1000,1000,0,22,Active
1350,1350,0,22,Active
2550,4959,7,22,Active
1540,1540,0,22,Active
2550,2550,0,22,Active
1600,1600,0,22,Active
2850,5590,7,22,Active
1200,1200,0,22,Active
1550,1550,0,22,Active
2550,2550,0,22,Active
1550,1550,0,22,Active
2600,2600,0,22,Active
1550,1550,0,22,Active
2500,2500,0,22,Active
2350,2350,0,9,Active
1522,1522,14,9,Active
827,827,0,9,Active
325,325,0,9,Active
1050,1100,0,9,Active
365,365,0,9,Active
1415,1415,0,9,Active
625,625,0,9,Active
230,0,0,6,Active
5288,5288,0,6,Active
2615,2615,7,6,Active
4830,4886,14,6,Active
230,230,7,6,Active
2615,2615,273,6,Write Off
365,365,0,3,Active
725,725,0,3,Active
236,236,0,2,Active
2242,2242,0,7,Active
180,412,77,7,Default
1100,2469,28,7,Active
236,236,0,7,Active
1967,1999,7,7,Active
2550,2550,0,7,Active
50,50,238,3,Write Off
236,236,0,3,Active
365,365,0,2,Active
730,730,273,2,Write Off
2619,2619,0,10,Active
1000,1000,0,10,Active
264,264,0,10,Active
1555,1555,0,10,Active
365,365,0,10,Active
2450,4591,7,10,Active
2050,2050,0,10,Active
1550,1550,0,10,Active
348,348,0,10,Active
2000,2000,0,6,Active
1025,1025,0,6,Active
382,382,0,6,Active
365,1032,7,6,Active
2525,2525,0,6,Active
365,365,0,3,Active
365,365,0,3,Active
2000,2000,0,9,Active
2500,2500,0,9,Active
2550,2550,7,9,Active
2550,2550,0,9,Active
1350,1350,14,9,Active
365,365,0,9,Active
2000,2000,0,9,Active
1300,1300,0,9,Active
50,399,35,4,Default
626,626,119,4,Write Off
236,1659,42,4,Default
365,365,0,4,Active
1025,1025,0,4,Active
625,625,0,4,Active
236,0,7,3,Active
36,36,42,3,Default
1300,1300,119,3,Write Off
417,417,0,10,Active
1550,1550,0,10,Active
226,226,0,10,Active
365,365,0,10,Active
471,471,7,10,Active
1207,1207,0,10,Active
2050,3977,14,10,Active
1343,3475,14,10,Active
1050,1823,7,10,Active
365,365,0,2,Active
365,337,0,4,Active
327,426,35,4,Default
1605,1605,21,4,Active
1506,1506,0,4,Active
236,236,0,4,Active
50,50,0,4,Active
800,800,14,4,Active
3069,5984,7,16,Active
1751,1751,0,16,Active
3115,3115,0,16,Active
5410,5410,0,16,Active
3204,3204,0,16,Active
5036,5036,0,16,Active
2814,2814,0,16,Active
5804,5804,0,16,Active
5015,5015,0,16,Active
4918,11591,14,16,Active
3764,3764,0,16,Active
1029,1029,0,16,Active
4915,12845,14,16,Active
3114,3114,0,16,Active
2856,2856,0,16,Active
365,721,21,4,Active
1250,1250,0,4,Active
668,668,0,4,Active
365,365,0,4,Active
1025,1025,0,4,Active
1025,1025,0,4,Active
200,200,0,13,Active
57,57,0,13,Active
2443,2443,0,13,Active
2440,2440,0,13,Active
2083,2950,14,13,Active
897,1996,49,13,Default
57,57,0,13,Active
3213,3962,28,13,Active
